"","Description","County Name","State","% Solar Panel Installed","Median KW Potential","% w/ Health Insurance","Property Crime Rate","Net Migration Rate","% w/ Bachelor's Degree","Population Density","% Children w/ Single Parent","% Population Age 45-64","% Female","% White","Entrepeneurship Score","Income per Capita","Belief in Science Score","Risk Taking Score","Religiosity Score","Income Mobility Score","Employment Rate","In Texas","PC1","PC2","PC3","PC4","PC5","PC6"
"55","McLennan County, TX","McLennan County","TX",0.138402557679266,13.25,83.49025726,32.15791284,0.86484,14.60423756,231.1394196,0.371034161,21.7708467284694,51.1887087283681,79.9904918888798,10.17448448,22878,67.14285715,68.42561759,68.30338652,-0.290467773,96,TRUE,-0.54517193059408,-1.10897854969299,0.338800568847314,0.199277743356581,-0.448568544867491,0.0628233440761092
"56","Mendocino County, CA","Mendocino County","CA",0.568540745420088,11.5,87.38196564,17.66170859,0.01371,14.61155796,24.98663902,0.397849462,25.4988530127148,50.4074974927665,86.059781668953,10.90835361,25278,65.38390186,67.10996081,71.36428714,-0.429048648,94.8,FALSE,-0.0788757836192632,0.158190240269066,-1.30654624122246,-0.664993468747532,-0.689633006923125,0.479291593965816
"57","Merced County, CA","Merced County","CA",1.35548513545693,13.25,86.98491669,26.7542707,-0.18843,8.639847755,135.2007599,0.404769387,21.1091904350331,49.5156295015846,82.1611207144915,11.28301887,19130,62.22222222,79.07523511,70,-0.035122201,89.5,FALSE,-0.705474240266693,-0.69530275456964,-1.72091891434787,0.597944729522415,0.182941258110601,0.609498397519195
"58","Midland County, TX","Midland County","TX",0.123386144987661,14.75,80.25559235,26.02822014,0.0011,17.78989029,162.6061554,0.30609559,20.4086364458921,49.2393910604415,87.8342155266015,11.0745614,36869,61.45833333,82.59871441,50,0.73571798,95.6,TRUE,-0.958863560681226,-0.0563227457094882,0.174020006301117,2.34454707014161,1.40108728012358,-2.03961057089857
"59","Monterey County, CA","Monterey County","CA",0.865061001262095,12.25,83.89500427,24.34762992,-0.14947,14.14266014,129.5262756,0.335736799,22.8037073130274,49.0557778745384,82.8351314676969,11.72037422,25947,71.03579608,62.8484778,80.08512034,0.141566078,92.4,FALSE,0.127295750456453,-0.00997722339340982,-0.765270334983347,-0.930327589719869,-0.328647275843258,0.324484260025919
"60","Montgomery County, TX","Montgomery County","TX",0.104712768023078,10.5,84.72721863,16.70322221,2.3904599,21.67519188,467.4439697,0.237264586,25.7637995953183,50.5147425628631,87.8585622770176,16.24950338,35912,75.55555556,64.44660895,80,-0.069220357,95.1,TRUE,0.737957190239849,0.809069226344607,1.81501269500756,-0.94290339801577,0.336443712333001,0.958410371559074
"61","Nacogdoches County, TX","Nacogdoches County","TX",0.203776660779785,11.75,78.93712616,25.6744468,4.5285098,15.05250835,69.0114212,0.320999675,20.8530151524446,51.889454634685,77.6164039016011,8.799342105,21343,67.69558203,70.76683237,73.55327665,-0.01511367,95.3,TRUE,-0.882857159185805,-0.764956428403311,0.614220204708699,-0.65415944192635,0.113279322187196,0.374128117494564
"62","Napa County, CA","Napa County","CA",4.70574470574471,13.5,90.85018921,16.79400063,-0.10918,21.29265213,186.0758209,0.264854407,26.748896503659,50.2446567545592,83.6326809153212,12.44364292,38057,70.94804701,65.17959945,72.86575899,0.442911877,95.7,FALSE,1.23114265539677,0.880870051991109,-1.0039081562234,0.306742468697111,0.241465296863458,-0.570155388532906
"63","Nevada County, CA","Nevada County","CA",2.17557251908397,8.25,88.82836914,16.1354117,-0.38037,21.36093712,102.9526596,0.268352833,27.9394516565586,50.8766477870783,93.279534860408,16.16600791,33385,70.20886611,65.00120546,80.59449609,0.008744886,95.3,FALSE,1.08221899341248,1.31805059298806,-0.177136651015654,-1.08213415950091,-0.834588372206271,0.888977389025873
"64","Newton County, TX","Newton County","TX",0,8.75,82.19541931,5.081157375,0.96237,5.301626682,15.34042263,0.481198003,27.6866495034939,48.7164398675984,76.7267377712394,12.87878788,19293,65.11235257,72.80413004,78.84305506,0.211425513,91.9,TRUE,-0.945816646577766,1.65103247889377,-0.290846170959105,-1.34123951153865,0.119149432708526,0.220271527097892
"65","Nueces County, TX","Nueces County","TX",0.0322485663409094,12.5,81.67563629,42.93981158,0.52807,12.90625954,415.2739868,0.413114571,23.5620794161648,50.5887483645879,90.880058736827,10.69689804,25826,78.125,74.16967292,72.07173299,0.075866923,94.3,TRUE,-0.508375308263231,-0.556150626506536,1.14693289632658,-0.403689074013529,-0.615969562779958,-0.506896412513782
"66","Orange County, CA","Orange County","CA",4.6519401053951,14.5,87.66471863,17.34675774,-0.47798,24.22011566,3903.595459,0.255361959,26.6311090622138,50.6619344697156,71.124813111599,14.12062274,35939,69.75589226,63.81407984,75.76923077,-0.084163314,96,FALSE,1.67275233501793,-0.276864076086339,-0.19371593556002,0.967133228761903,0.212083196118366,0.507975359931704
"67","Orange County, TX","Orange County","TX",0.0175093018165901,13.75,84.41690063,24.35357428,-1.39218,9.813933372,247.8780975,0.344679413,25.4004988248837,50.4124898076646,87.41186627656,9.77443609,26611,65.69900453,67.25875713,76.2113027,0.360161771,93.2,TRUE,-0.522183350677095,0.471110589209073,-0.0883411543951393,0.350896207340377,-0.881134400541739,-0.817126786557164
"68","Placer County, CA","Placer County","CA",8.17562249570693,14.75,92.29863739,17.77096508,0.78169,24.05094528,256.9259949,0.219679957,26.5988667659146,51.1740295082708,83.9225866055447,17.0440051,37914,72.22222222,77.32683982,85,0.524610755,95.6,FALSE,1.53165710868858,1.34140938428127,-0.592895824650106,1.19234563950597,0.911459987087251,1.29610267640428
"69","Potter County, TX","Potter County","TX",0.115066346765901,9,77.28946686,42.92122003,-0.98459,10.42955208,134.3641052,0.37977468,22.6904569262871,48.6087808201678,79.4208576416982,10.96597813,20984,66.30353125,69.0191978,72.52104241,-0.246983557,96.7,TRUE,-0.986857526768106,-1.15995913135337,0.437638782711981,-1.16196302211302,-0.970779884111926,-0.488977690063298
"70","Randall County, TX","Randall County","TX",0.124018189334436,12.5,87.38982391,36.81901138,-0.57188,20.87243271,136.9764709,0.273800359,22.8315409583699,50.9363676631836,91.4510612650948,11.84135977,31383,74.73828385,69.23292945,80.49260646,0.476867758,97,TRUE,0.102794394232047,0.338924543955164,0.895636389175618,-0.170351811087877,-0.690192911449974,-0.442388881169421
"71","Riverside County, CA","Riverside County","CA",3.72176552802032,13.75,85.29614258,26.38316878,0.96975,13.36531925,314.5664673,0.304237434,23.8346503161649,50.1319951136308,79.5875486633319,14.77116901,24443,63.63636364,63.29879286,64.54545455,-0.504580262,93.9,FALSE,0.316722401479,-0.94060583120907,-1.13790465955807,0.384416053024984,0.202255084168262,1.03583010183358
"72","Robertson County, TX","Robertson County","TX",0,11.75,80.8719101,17.73220748,-1.48184,12.0717926,19.33639717,0.363118812,24.9970715708094,50.8258170317442,76.1098746632306,9.223300971,22980,69.52770403,69.25416798,76.29646058,0.009066562,95,TRUE,-0.709641663723793,0.508662467360983,-0.00780428761636637,-0.388124590645065,-1.24541700856854,-0.345800453518999
"73","Rockwall County, TX","Rockwall County","TX",0.381546999653139,13.5,88.27649689,12.29377085,0.29272,25.24707222,654.883728,0.178249704,26.3479959967593,50.6114473621503,86.2726969451461,17.75280899,37231,71.77103805,73.79428216,77.74352218,0.505315862,96.5,TRUE,0.890299406108227,1.58034230179911,1.37085994775904,1.16755703301476,0.934289771258308,0.580349783941399
"74","Rusk County, TX","Rusk County","TX",0,10.75,79.15479279,23.49187935,3.86228,9.849799156,58.61128998,0.3394828,25.410800279381,46.2632797853178,78.860787413153,8.413793103,22704,69.20662767,73.18402085,72.15088023,0.333568815,94.2,TRUE,-1.16558621772531,0.229410703120087,0.0726005539898913,-1.82311294863994,1.53740955014708,-1.30762382435583
"75","Sacramento County, CA","Sacramento County","CA",3.77624759726514,13,89.64102936,27.18297616,0.03847,18.71188927,1502.974243,0.353272306,24.4137783510668,51.1038247281996,62.7530672178488,12.16800761,28292,66.848659,69.17927895,91.76470588,-0.044779684,94.6,FALSE,1.08920124000621,-0.792490310656169,-0.62957363621815,0.135108854235828,-0.348175149824324,1.19870689956085
"76","San Benito County, CA","San Benito County","CA",0.960815439886373,14.25,88.60982513,12.59152809,1.11111,13.60702705,40.96463776,0.307496175,24.7627690740033,49.929945229907,87.359890459814,16.72640382,27848,66.48434284,70.87349394,66.52743511,0.057486035,93.2,FALSE,0.132276059097125,0.983717508814597,-1.12511477650874,0.659214408585806,0.920722496534227,1.04622126295462
"77","San Bernardino County, CA","San Bernardino County","CA",3.76705622523201,10.25,85.90339661,25.93740042,0.14555,12.08125591,103.6337204,0.359961,23.3652357591562,50.2034553698594,76.5555471460975,12.47008335,21857,69.84953703,67.34907791,80,-0.439000379,94.3,FALSE,0.258740559903127,-0.64806355228985,-1.09195439219357,-1.13424443620548,-0.750374491982181,1.32559002715054
"78","San Diego County, CA","San Diego County","CA",6.537281535216,13.75,87.76448059,18.13202386,-0.32793,21.79668617,756.6901855,0.289493531,24.0049066449392,49.6749272840013,75.4086025048452,14.18157386,32482,69.74579305,62.12126499,66.45833333,0.183124272,95.3,FALSE,1.25247072932584,-0.180285484412511,-0.871166957911928,0.715426531580354,0.580967997060966,-0.0354848283480602
"79","San Francisco County, CA","San Francisco County","CA",0.912647685454193,6,93.05825806,54.02366711,-1.56956,32.17582321,17680.08008,0.251349051,24.2822577077394,49.0418570039782,52.7805034093397,11.50539926,55567,77.87037037,50.43247284,80,0.142109803,96.7,FALSE,2.81921604602574,-2.1033869862869,1.5384018097074,-2.13476344064067,-0.87220707893308,-2.52242720781792
"80","San Jacinto County, TX","San Jacinto County","TX",0,9.25,80.32041168,20.14584561,1.22451,9.306727409,47.13452911,0.321932242,28.0778959769916,50.2165702207284,86.7181815031706,13.84615385,22563,68.97524045,69.60321556,74.5177393,0.156626129,93.7,TRUE,-0.651576051120286,1.17711549866386,0.633019678305087,-1.12535807481287,-0.46495009854679,0.00103530068142541
"81","San Joaquin County, CA","San Joaquin County","CA",2.30936335135402,14.5,88.30228424,35.21096126,0.46039,12.4004488,503.8537598,0.330509286,23.2292153230081,50.1155943465049,66.0698447020789,11.65006022,23477,64.69179057,70.8617969,73.5162666,-0.12711118,91.9,FALSE,0.198651842080689,-1.33070305285295,-1.24700253537893,0.558057467571785,0.179888531868982,0.336026378806561
"82","San Luis Obispo County, CA","San Luis Obispo County","CA",1.89767634486533,12.5,89.89494324,20.3234297,1.9160099,19.94992447,83.11756897,0.248613879,23.9566813016803,49.3566127773206,88.8068637389575,13.04697555,32335,70.10358722,67.81516049,73.00655168,0.2545168,95.7,FALSE,0.545422425425618,0.528596711924266,-0.830687596315246,-0.4608147285667,0.81961545988956,0.158830863184203
"83","San Mateo County, CA","San Mateo County","CA",3.73189844672033,10.25,92.78897858,18.69888157,-0.17993,26.95159149,1649.728027,0.218978057,26.485931542071,50.4929080465918,59.4920509853595,12.12337413,50262,71.95526696,61.62254239,90,0.265337011,97,FALSE,2.35783136790224,0.0519198246996932,0.122328056054078,-0.650855114487874,-0.0801611889149394,-0.402910349047793
"84","San Patricio County, TX","San Patricio County","TX",0.104160638851918,14,80.45853424,29.58465119,0.05344,9.996860504,94.47014618,0.347368421,23.2459163794395,49.5774014686048,94.0521504570658,13.17233809,24008,58.33333333,74.05701424,68.33505598,0.284078737,92.4,TRUE,-1.20248928560689,0.247537057219415,-0.196223330583423,1.01968215139436,0.172118979714147,-0.1370513594455
"85","Santa Barbara County, CA","Santa Barbara County","CA",2.69946146535729,13.5,86.3530426,20.6049998,0.45139,18.64770699,157.7828979,0.311442614,21.7637665481894,50.001007841003,85.3704039650705,12.5,31098,66.21621623,64.80534512,67.20979158,0.099183248,95,FALSE,0.385588721318015,-0.223222235541702,-1.03658922478218,0.386140052184017,0.307151320221161,0.152130554182688
"86","Santa Clara County, CA","Santa Clara County","CA",6.42544936646695,14.5,92.31147766,22.77260902,-0.82903,26.05245781,1427.338257,0.221722303,25.3832244383905,49.3297722024305,52.3524108697141,13.57031463,46034,73.58024691,53.24153573,76,0.11997165,96.2,FALSE,2.45495683669051,-0.604406169200739,-0.506238810854694,0.28433846926144,0.606557000578761,-0.686723780609964
"87","Santa Cruz County, CA","Santa Cruz County","CA",3.25193727091667,10.25,89.76025391,29.80402231,0.60873,22.97592163,600.2363281,0.287705372,25.144484340057,50.5235841632719,86.9940302987047,11.44006436,34732,70.26429598,65.27074158,77.1906607,0.174049458,93.1,FALSE,1.06363444260241,-0.169895647702857,-0.327002953325707,-0.746382688052167,-0.396840221648485,-0.315712484811272
"88","Shasta County, CA","Shasta County","CA",1.25774357048996,12.5,88.4450531,31.62311675,0.13073,12.41562176,47.28530884,0.318524662,25.4409151488227,50.8701688138605,87.6099511328298,11.55015198,25094,67.45551962,68.5044734,71.87601265,0.144678473,93.1,FALSE,-0.0365416446949934,0.166302936709584,-1.25362450286421,-0.258091157434735,-0.675598559735033,-0.17544727063972
"89","Smith County, TX","Smith County","TX",0.0876853116906952,14,81.36160278,29.26773086,1.7782601,17.43822479,233.0314636,0.310631989,23.4886208866987,51.7686282765702,77.7547679709217,10.84175084,25299,69.54853203,69.69673376,70.79067973,0.204356169,95.5,TRUE,-0.341442157696157,-0.342385674744019,0.824303026420688,0.494103570751468,-0.0829689616184747,-0.277324992271114
"90","Solano County, CA","Solano County","CA",4.24713401991192,13,90.82699585,31.30859166,-0.11576,16.99506378,513.0668945,0.364519728,25.6061191619214,50.2362373587881,59.598832105048,12.51712329,30251,68.33333333,63.53034345,85,0.091668442,94.5,FALSE,1.19408416372224,-0.619459346811578,-0.966788678532944,-0.201246694557028,-0.183431746588743,0.235822800649647
"91","Sonoma County, CA","Sonoma County","CA",4.2142539790398,12.25,89.88697815,17.15172976,-0.46393,21.1730938,312.0815735,0.301390234,26.7186690833765,51.2030279000518,86.7511166494045,12.57882788,35639,81.64983165,58.09869988,90,0.184937702,96,FALSE,1.68440897184104,0.968038763541739,-0.204571467289327,-1.15828709683671,-1.01300036327609,0.688738027602799
"92","Stanislaus County, CA","Stanislaus County","CA",2.47674819152601,14,88.48391724,34.94985104,-0.21847,10.97350883,349.8068237,0.340942309,22.9586314604293,50.4311190208114,83.2633566992337,11.92772721,22915,67.04545455,66.86699598,75.59533864,0.193597981,91.5,FALSE,0.1147358434262,-0.56934932505767,-1.29192026044957,0.208708180555802,-0.444953175973382,0.25194507919186
"93","Sutter County, CA","Sutter County","CA",6.36940118799165,15.75,86.8345871,24.62115294,-1.9130601,13.13488293,157.8108673,0.294859051,23.6833692547256,50.1882005960545,72.6969918841716,13.3378933,24335,66.66666667,74.0430622,66.66666666,0.461414813,90.4,FALSE,0.280713760926847,-0.0112821653252365,-1.80806669558121,1.79519896354036,0.227226953385606,-0.130800413552588
"94","Tarrant County, TX","Tarrant County","TX",0.293245193649477,11,81.79137421,32.79373652,0.43083,20.37827492,2178.604492,0.332300758,24.2865805951444,51.1139754056451,72.6176983279549,13.47413447,29791,75.48280423,65.37778275,63.75,0.020111367,96.1,TRUE,0.498396527495996,-0.847365668492249,1.72635533242894,0.0659234498341806,-0.251891928537584,-0.704078782161661
"95","Taylor County, TX","Taylor County","TX",0.0586605174262192,13.5,84.30834961,40.46494144,-0.28715,16.68638229,145.8792114,0.365008639,20.3681701609748,51.3670544938204,85.1768404885753,9.664387819,24328,70.18292075,70.55937279,74.70056779,0.366121528,96.3,TRUE,-0.584256740261632,-0.637056956820152,0.469394965562619,0.313741784101945,-0.789881991699393,-0.544158148861716
"96","Tehama County, CA","Tehama County","CA",0,4.25,89.18015289,25.11935249,-0.29798,9.521345139,21.45430565,0.329344089,25.4855263966566,50.2704197652265,90.2479872165202,10.61452514,21521,66.95929862,67.84787619,73.72828916,-0.007720589,92.9,FALSE,-0.416413176699959,0.457571641893275,-0.914239287884551,-2.60875213948434,-1.6790462825417,-0.42306785831271
"97","Tom Green County, TX","Tom Green County","TX",0.0377266970276752,12.25,83.19055176,36.4004996,3.8958099,14.58019543,74.58422852,0.344600801,21.5285234899329,50.2390939597315,90.614932885906,8.281053952,26252,68.3542111,67.19692298,78.90294301,-0.16570065,95.5,TRUE,-0.786267255249614,-0.798771568595764,0.435066791140016,-1.36368899021493,-0.00514177419635294,0.109954569071421
"98","Travis County, TX","Travis County","TX",1.03284162264527,13,83.88294983,36.04224857,1.32878,28.64940643,1103.270142,0.309468376,23.2702279674148,49.4692900999565,79.7085295073448,14.56012294,36649,83.33333333,61.66303543,92,-0.460703258,96.9,TRUE,1.26465546279296,-0.694615596092191,2.14324687577615,-1.2540785124173,0.110155219533747,1.40989174052764
"99","Tulare County, CA","Tulare County","CA",3.28775038520801,14.75,85.1363678,24.80889446,-0.53251,8.948404312,93.50823212,0.359885746,20.7990218685314,50.0232735228821,88.1669687577087,10.86997194,18257,64.95846558,72.60616428,72.50169982,-0.219978041,89,FALSE,-0.545856646441549,-0.672763505079256,-1.91733090372288,0.518459543152315,-0.321291764633613,1.13273450834812
"100","Upshur County, TX","Upshur County","TX",0,13.25,82.98754883,26.18737385,0.39265,10.00484562,68.36279297,0.249615582,26.7501736402175,50.7053385385481,88.281081598927,8.928571429,23215,68.48182099,71.37257689,70.72934275,0.561534637,93.5,TRUE,-0.859099499755184,0.80547117937522,-0.0184083960357073,0.031449912228699,-0.525131295757228,-1.3579882583983
"101","Ventura County, CA","Ventura County","CA",4.16066078956762,14.25,87.68399048,19.82699146,-0.13738,19.89762306,453.4911194,0.270926505,26.181019992766,50.5072068046799,84.0522407642499,13.19038768,34331,70.82010582,64.7384015,85,0.308951126,94.8,FALSE,1.12885512708923,0.647532910249714,-0.64713200256084,0.198648136592103,-0.135205056865209,0.556130437721449
"102","Victoria County, TX","Victoria County","TX",0.00411437975725159,15.5,82.05253601,30.58916101,1.28458,11.76983166,100.8397675,0.348125053,22.8953998523088,51.0099474392946,89.457451891751,10.12345679,27509,66.95258344,66.96828492,72.50709663,-0.070422888,94.6,TRUE,-0.745212548590379,-0.304944506751062,0.214320543175139,0.328832774591917,-0.323909764489675,-0.0138888810293514
"103","Waller County, TX","Waller County","TX",0,15.25,79.00675201,18.24071658,0.11781,13.50087929,87.32097626,0.305679986,21.3934040473518,50.217210295768,70.96441371321,13.63636364,23338,64.97969736,72.01623183,69.08830695,-0.000608414,94.3,TRUE,-0.766131282294135,-0.164130629950875,0.308003912228373,1.23838883453054,0.472832790149312,0.611398042277326
"104","Webb County, TX","Webb County","TX",0,12.5,69.81887817,37.50037411,-0.27314,12.18632412,77.1894455,0.379395102,20.3671037982736,50.7898009051082,97.57384728829,14.31718062,15691,69.58318158,67.51941056,74.56908547,-0.018650696,95.1,TRUE,-1.3859918510976,-0.32641738693615,1.16346645276582,-0.123018152577336,-1.18577607631386,1.10630306920138
"105","Wichita County, TX","Wichita County","TX",0.0504464510921657,12.25,83.62033081,37.06999724,1.4321,13.92111969,209.9493408,0.380787115,22.5864024805264,48.3158133555169,82.4321258413371,10.71546324,23239,64.17514685,69.7215376,68.22136255,0.113723444,95.6,TRUE,-0.796399210279188,-0.76713723648915,0.123580285090951,-0.348474335496279,0.570653429455968,-0.8166333098796
"106","Williamson County, TX","Williamson County","TX",0.337980142412998,13.75,88.8804245,17.45018053,3.6898699,26.40419006,408.8505554,0.216082524,23.9618593483035,50.7006168815225,80.6499353993135,17.86750484,32705,62.15277778,69.23806352,66.66666666,0.060198612,96.7,TRUE,0.515115789206524,0.301074051409215,1.02487925112421,1.16277392398998,1.8575768039806,0.904200212988169
"107","Wise County, TX","Wise County","TX",0,15,81.99551392,10.91261822,-0.98599,11.86731243,66.79920959,0.239492315,27.4405578417924,49.9028349336991,94.780235482396,16.83804627,27104,69.27238555,71.37038017,75.88636506,0.665576934,95.2,TRUE,-0.394316413982671,2.34648006965645,0.408508455092286,1.01855746284475,0.219338741063925,0.334762332756756
"108","Yolo County, CA","Yolo County","CA",6.65925350901118,12.5,90.56097412,26.65395356,2.6555801,19.63602829,201.1910095,0.277016406,20.6780045351474,51.5301587301587,73.9868480725624,12.22580645,28996,90,43.25757576,74.55730624,0.242797204,94.2,FALSE,1.79431494148442,-0.532605567517766,-0.249718362043958,-2.02810322914605,-0.377029776765756,0.244979086784445
"109","Yuba County, CA","Yuba County","CA",3.35608245971997,13.5,87.75744629,33.54507366,2.11369,9.947163582,115.5918121,0.325904613,21.6759037982407,49.3834850256775,78.3851121167438,11.20218579,21418,66.84744932,68.54093579,76.73061607,0.070588435,91.5,FALSE,-0.142557419104201,-0.821815585926436,-1.57558914897229,-0.522319780694328,0.42592130022494,0.567918380621513
